Name,Team,Level,Age,PA,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,PlayerId
Zach Daniels,HOU,A+,23,412,0.11650485,0.30825243,0.28212291,0.37135922,0.52234637,0.89370559,0.24022346,0.37142857,0.395937923,139.5247573,sa3014935
Tucker Bradley,KCR,AA,24,460,0.11956522,0.1826087,0.29292929,0.38241758,0.45454545,0.83696303,0.16161616,0.34551495,0.376997706,116.5590332,sa3014937
Brett Auerbach,SFG,AA,23,425,0.11294118,0.32,0.22043011,0.31132075,0.39784946,0.70917021,0.17741935,0.29411765,0.314703111,93.66335112,sa3014941
Shay Whitcomb,HOU,AA,23,506,0.07114625,0.32608696,0.21908894,0.2826087,0.39913232,0.68174102,0.18004338,0.29285714,0.300532328,69.08407665,sa3014948
Justin Dirden,HOU,"AA,AAA",24,549,0.09289617,0.24408015,0.30188679,0.38391225,0.55765199,0.94156424,0.2557652,0.37151703,0.40703315,135.1101522,sa3014986
Jacob Buchberger,STL,"A+,AA",24,412,0.11165049,0.20631068,0.26721763,0.35194175,0.39944904,0.75139079,0.13223141,0.32342007,0.343956286,110.1098502,sa3014987
Alex McGarry,CIN,"A+,AA,AAA",24,449,0.0623608,0.30289532,0.26442308,0.31625835,0.54326923,0.85952758,0.27884615,0.32677165,0.371519809,123.6358051,sa3015015
Matt Mervis,CHC,"A+,AA,AAA",24,578,0.08650519,0.18512111,0.30859375,0.37889273,0.60546875,0.98436148,0.296875,0.32620321,0.421984685,155.712327,sa3015051
Jacob Wetzel,CHC,A,22,408,0.14705882,0.19607843,0.21130952,0.34398034,0.34821429,0.69219463,0.13690477,0.24596774,0.336758049,100.6831115,sa3015057
Victor Labrada,SEA,"A,A+",22,524,0.11068702,0.27099237,0.25055432,0.34682081,0.40133038,0.74815119,0.15077606,0.33892617,0.343114478,109.0054407,sa3015062
Tommy Jew,STL,A+,24,378,0.1031746,0.31746032,0.19335347,0.28266667,0.3021148,0.58478147,0.10876133,0.27669903,0.274271134,66.26104802,sa3015071
Brandon McIlwain,NYM,"A+,AA",24,403,0.08436725,0.27047146,0.25495751,0.34491315,0.39093484,0.73584799,0.13597733,0.3487395,0.336863311,104.8480619,sa3015076
Zac Cook,TOR,AA,24,394,0.06598985,0.38324873,0.18918919,0.30279898,0.36036036,0.66315934,0.17117117,0.28070175,0.30252255,85.67972463,sa3015090
TT Bowens,BAL,A+,24,434,0.15207373,0.29032258,0.24788732,0.37644342,0.3915493,0.76799272,0.14366198,0.36,0.359205409,116.4070692,sa3015107
Alejandro Osuna,TEX,"A,A+",19,409,0.10268949,0.16625917,0.3019943,0.37777778,0.42735043,0.80512821,0.12535613,0.34519573,0.375605441,124.4663662,sa3015127
Yoelqui Cespedes,CHW,AA,24,512,0.05664063,0.30078125,0.25764192,0.33203125,0.43668122,0.76871247,0.1790393,0.34948097,0.344658622,102.8929669,sa3015137
Deyvison De Los Santos,ARI,"A,A+,AA",19,560,0.06071429,0.2625,0.30604288,0.34821429,0.49902534,0.84723963,0.19298246,0.38243626,0.375483879,118.2218244,sa3015168
Junior Franco,ARI,A,19,448,0.07366071,0.25,0.25427873,0.31473214,0.40586797,0.72060011,0.15158924,0.31578947,0.327710829,83.8954804,sa3015170
Luis Gonzalez,BAL,CPX,19,174,0.16666667,0.37931034,0.21167883,0.36781609,0.32116788,0.68898397,0.10948905,0.38028169,0.350636373,105.2013878,sa3015172
Wilfred Veras,CHW,"A,AA",19,481,0.06237006,0.27442827,0.26651481,0.31808732,0.46241458,0.7805019,0.19589977,0.33105802,0.353131639,110.4467959,sa3015178
Manuel Sequera,DET,A,19,491,0.0407332,0.22403259,0.23194748,0.2790224,0.42231947,0.70134187,0.19037199,0.26283988,0.321509625,97.00000808,sa3015179
Yeiner Fernandez,LAD,A,19,423,0.10874704,0.13002364,0.29201102,0.38297872,0.42975207,0.81273079,0.13774105,0.31788079,0.378981877,114.2924777,sa3015182
Junior Tilien,NYM,A,19,353,0.08498584,0.22946176,0.24767802,0.31161473,0.40557276,0.71718749,0.15789474,0.29565217,0.333777415,104.832412,sa3015187
Adrian Sugastey,SFG,"A,CPX",19,371,0.0916442,0.15633423,0.2392638,0.32884097,0.33435583,0.6631968,0.09509203,0.27651515,0.318947795,79.46568693,sa3015190
Anthony Rodriguez,SFG,CPX,19,201,0.10945274,0.34328358,0.25142857,0.33830846,0.38857143,0.72687989,0.13714286,0.37254902,0.343432604,102.3825062,sa3015191
Jeremy Rivas,STL,A,19,471,0.07855626,0.22080679,0.24470588,0.30851064,0.30117647,0.60968711,0.05647059,0.31578947,0.292515909,78.48889029,sa3015193
Ronny Polanco,ARI,CPX,18,187,0.06417112,0.29946524,0.24137931,0.29411765,0.36781609,0.66193374,0.12643678,0.33913043,0.309683652,82.36829927,sa3015197
Kala'i Rosario,MIN,A,19,419,0.08114558,0.32458234,0.2386059,0.31980907,0.4075067,0.72731577,0.1689008,0.34070796,0.337780693,107.3883159,sa3015199
Yosy Galan,TEX,A,21,394,0.09898477,0.35279188,0.2057971,0.29949239,0.42898551,0.7284779,0.22318841,0.2712766,0.335846258,100.1288656,sa3015202
Jose Fernandez,ARI,CPX,18,196,0.07142857,0.26020408,0.21714286,0.29081633,0.30857143,0.59938776,0.09142857,0.296,0.288459163,69.7814991,sa3015204
Narbe Cruz,HOU,CPX,21,168,0.05952381,0.16666667,0.26282051,0.31547619,0.38461538,0.70009157,0.12179487,0.30952381,0.335836809,96.54016221,sa3015205
Richi Gonzalez,HOU,CPX,19,157,0.10828025,0.29936306,0.25,0.34394904,0.34558824,0.68953728,0.09558824,0.36363636,0.340981734,99.55115352,sa3015233
Edgar Quero,LAA,A,19,515,0.14174757,0.17669903,0.31234867,0.43469786,0.53026634,0.9649642,0.21791767,0.36012862,0.438726786,149.713361,sa3015239
Beyker Pastran,MIL,CPX,19,150,0.10666667,0.25333333,0.18604651,0.28666667,0.23255814,0.51922481,0.04651163,0.25806452,0.26338721,54.91302957,sa3015364
Tsung-Che Cheng,PIT,A,20,458,0.13755459,0.20742358,0.27012987,0.37636761,0.41818182,0.79454943,0.14805195,0.34027778,0.371929065,129.190438,sa3015376
Jeferson Quero,MIL,"A,A+",19,405,0.07407407,0.18765432,0.28610354,0.34158416,0.4386921,0.78027626,0.15258856,0.33333333,0.358955854,115.7043956,sa3015407
Eduardo Garcia,KCR,DSL,20,206,0.11165049,0.26699029,0.21637427,0.31219512,0.31578947,0.62798459,0.0994152,0.2892562,0.313536025,75.84928279,sa3015514
Diosfran Cabeza,ARI,CPX,19,161,0.14285714,0.16149068,0.28148148,0.38509317,0.34814815,0.73324132,0.06666667,0.34234234,0.358204945,111.1429766,sa3015517
Riquelmin Cabral,ARI,DSL,19,210,0.1,0.11428571,0.27173913,0.36190476,0.43478261,0.79668737,0.16304348,0.29487179,0.383687653,115.4297381,sa3015518
Ray-Jacson Chirino,CIN,DSL,19,158,0.13291139,0.27848101,0.2519084,0.36708861,0.34351145,0.71060006,0.09160305,0.36363636,0.36042341,102.297267,sa3015527
Maick Collado,CLE,CPX,19,153,0.15686275,0.15686275,0.30952381,0.4248366,0.42857143,0.85340803,0.11904762,0.36633663,0.40827296,140.8349094,sa3015534
Esteban Gonzalez,CLE,CPX,19,155,0.09032258,0.20645161,0.26315789,0.35483871,0.31578947,0.67062818,0.05263158,0.33333333,0.330762401,94.86867106,sa3015535
Esneider Gomez,COL,DSL,19,217,0.08294931,0.13824885,0.26666667,0.3640553,0.33333333,0.69738863,0.06666666,0.30769231,0.353895876,98.61252842,sa3015543
Luis Encarnacion,HOU,CPX,19,158,0.08860759,0.12025316,0.26428571,0.34177215,0.43571429,0.77748644,0.17142858,0.27350427,0.369515723,116.2502475,sa3015548
Luis Perez,HOU,CPX,19,179,0.17877095,0.30726257,0.20547945,0.34636872,0.34246575,0.68883447,0.1369863,0.30337079,0.340839634,99.48715101,sa3015551
Ethan De Cuba,KCR,DSL,19,214,0.1728972,0.17757009,0.20348837,0.35680751,0.24418605,0.60099356,0.04069768,0.26119403,0.327564325,83.74858724,sa3015553
Jose Meza,LAD,DSL,19,218,0.10091743,0.18807339,0.26737968,0.35321101,0.42780749,0.7810185,0.16042781,0.30555556,0.37535001,110.7232081,sa3015558
Javier Sanoja,MIA,"A,CPX",19,410,0.06341463,0.11463415,0.26133333,0.30562347,0.37866667,0.68429014,0.11733334,0.27963526,0.319240068,91.51662681,sa3015564
Alexander Perez,MIL,CPX,19,174,0.07471264,0.17241379,0.23870968,0.31213873,0.40645161,0.71859034,0.16774193,0.2704918,0.334130166,96.8658635,sa3015572
Fernando Hernandez,PHI,DSL,19,170,0.11764706,0.21176471,0.17931034,0.28823529,0.29655172,0.58478701,0.11724138,0.22018349,0.295194759,65.47623675,sa3015582
Jesus Castillo,PIT,CPX,18,150,0.11333333,0.12,0.3515625,0.43918919,0.3828125,0.82200169,0.03125,0.40909091,0.410343037,140.1438277,sa3015587
Ewry Espinal,PIT,DSL,19,200,0.3,0.305,0.23134328,0.48,0.40298507,0.88298507,0.17164179,0.38571429,0.452050953,154.0202515,sa3015588
Javier Rivas,PIT,CPX,19,175,0.05714286,0.24571429,0.26451613,0.33714286,0.41935484,0.7564977,0.15483871,0.33027523,0.361121612,111.3377184,sa3015589
Oswaldo Linares,SDP,DSL,19,183,0.14754098,0.15300546,0.2739726,0.40437158,0.42465753,0.82902911,0.15068493,0.30172414,0.408361532,129.3579374,sa3015593
Jose Sanabria,SDP,DSL,19,248,0.12903226,0.18951613,0.30917874,0.40243902,0.41545894,0.81789796,0.1062802,0.38271605,0.402561616,126.0839328,sa3015595
George Feliz,SEA,CPX,19,170,0.1,0.31764706,0.19333333,0.28235294,0.30666667,0.58901961,0.11333334,0.28421053,0.283868066,67.05883212,sa3015596
Andres Mesa,TEX,CPX,19,160,0.05,0.31875,0.24324324,0.29375,0.35135135,0.64510135,0.10810811,0.36082474,0.300646725,77.00911261,sa3015598
Edryn Rodriguez,SEA,CPX,19,176,0.07386364,0.27272727,0.24050633,0.30285714,0.40506329,0.70792043,0.16455696,0.30841121,0.326929792,92.59581128,sa3015600
Carlos Rojas,LAD,DSL,19,201,0.14925373,0.07960199,0.3,0.41293532,0.4375,0.85043532,0.1375,0.31543624,0.414776047,132.9788773,sa3015607
Onil Perez,SFG,CPX,19,171,0.09356725,0.1754386,0.27516779,0.34502924,0.38255034,0.72757958,0.10738255,0.33333333,0.342313725,101.7189751,sa3015610
Elian Rayo,SFG,CPX,19,192,0.13541667,0.34895833,0.2375,0.359375,0.41875,0.778125,0.18125,0.36363636,0.367237205,116.4993953,sa3015612
Odalys Peguero,TBR,CPX,19,161,0.17391304,0.24223602,0.25954198,0.38509317,0.35114504,0.73623821,0.09160306,0.35483871,0.367105176,114.8395108,sa3015626
Dawry Martinez,WSN,DSL,19,173,0.13294798,0.26589595,0.1875,0.31395349,0.30555556,0.61950905,0.11805556,0.25773196,0.315733338,77.07009368,sa3015634
Johan Benitez,ARI,CPX,18,210,0.1,0.2952381,0.26923077,0.35238095,0.35714286,0.70952381,0.08791209,0.39344262,0.338975827,99.69400613,sa3015641
Elisandro Alcantara,COL,DSL,19,232,0.125,0.31465517,0.27604167,0.39393939,0.47916667,0.87310606,0.203125,0.40707965,0.416142945,133.7654636,sa3015647
Yanquiel Fernandez,COL,A,19,523,0.07456979,0.21797323,0.28421053,0.34034417,0.50736842,0.84771259,0.22315789,0.33043478,0.375296926,112.1077856,sa3015648
Sandry Hernandez,COL,DSL,19,230,0.0826087,0.16956522,0.29292929,0.36842105,0.41919192,0.78761297,0.12626263,0.35185185,0.380495175,113.6276111,sa3015649
Luis Mendez,COL,CPX,19,221,0.08144796,0.25791855,0.25380711,0.32579186,0.4213198,0.74711166,0.16751269,0.32352941,0.346084365,103.9550857,sa3015650
Layant Tapia,CHW,CPX,20,202,0.0990099,0.34158416,0.23595506,0.31188119,0.3988764,0.71075759,0.16292134,0.34579439,0.329797803,94.29663341,sa3015652
Jesus Fernandez,HOU,DSL,18,189,0.16402116,0.23809524,0.13907285,0.29255319,0.20529801,0.4978512,0.06622516,0.18518519,0.270972723,51.80309942,sa3015654
Jhonny Perdomo,KCR,DSL,20,175,0.10857143,0.17142857,0.30612245,0.41142857,0.38095238,0.79238095,0.07482993,0.37606838,0.400688867,125.0267819,sa3015656
Enger Castellano,NYY,DSL,19,243,0.16460905,0.25514403,0.20212766,0.36625514,0.35638298,0.72263812,0.15425532,0.27559055,0.365993684,105.4416401,sa3015660
Kelvin Diaz,PIT,DSL,19,170,0.18823529,0.23529412,0.21804511,0.38823529,0.36842105,0.75665634,0.15037594,0.30434783,0.385027681,116.1861728,sa3015670
Victor Valera,TBR,DSL,19,161,0.0931677,0.13664596,0.26428571,0.3375,0.35,0.6875,0.08571429,0.29411765,0.340336215,90.95821292,sa3015671
Francisco Garcia,COL,CPX,19,145,0.08965517,0.29655172,0.1875,0.27777778,0.2578125,0.53559028,0.0703125,0.27380952,0.266473691,56.74341174,sa3015677
Alvaro Aguero,CHW,CPX,19,182,0.05494505,0.36263736,0.21176471,0.26373626,0.38235294,0.6460892,0.17058823,0.29896907,0.297070892,74.88852942,sa3015679
Joel Mendez,NYY,DSL,19,249,0.14056225,0.36144578,0.20487805,0.32931727,0.38536585,0.71468312,0.1804878,0.3245614,0.348447186,95.53678799,sa3015682
Daury Arias,NYY,CPX,20,217,0.15668203,0.1797235,0.22807018,0.37788018,0.37426901,0.75214919,0.14619883,0.26153846,0.37313658,118.3693003,sa3015685
Nomar Fana,DET,DSL,19,167,0.1497006,0.29341317,0.25714286,0.37125749,0.41428571,0.7855432,0.15714285,0.37078652,0.382157855,114.5661801,sa3015691
Arxy Hernandez,CHW,DSL,18,183,0.09836066,0.18579235,0.27672956,0.36612022,0.35220126,0.71832148,0.0754717,0.344,0.361718067,103.0280898,sa3015693
Wilman Diaz,LAD,CPX,18,211,0.05687204,0.37914692,0.16751269,0.21800948,0.22335025,0.44135973,0.05583756,0.26724138,0.212406686,24.67995004,sa3015694
Cristian Hernandez,CHC,CPX,18,175,0.07428571,0.30285714,0.2611465,0.32,0.3566879,0.6766879,0.0955414,0.36538462,0.319814192,88.37603324,sa3015696
Danny De Andrade,MIN,CPX,18,204,0.09313725,0.16666667,0.24157303,0.33333333,0.37078652,0.70411985,0.12921349,0.27659574,0.343349597,100.9369104,sa3015698
Jhonny Piron,TBR,CPX,18,157,0.14649682,0.26751592,0.20610687,0.33121019,0.29007634,0.62128653,0.08396947,0.27586207,0.317286162,85.6836713,sa3015702
Jackson Chourio,MIL,"A,A+,AA",18,439,0.07289294,0.26879271,0.2875,0.34168565,0.5375,0.87918565,0.25,0.35714286,0.391289399,135.4075853,sa3015704
Victor Acosta,CIN,CPX,18,165,0.12727273,0.22424242,0.23741007,0.34756098,0.35971223,0.70727321,0.12230216,0.30693069,0.341051618,100.9655315,sa3015705
Ariel Almonte,CIN,CPX,18,164,0.12804878,0.29878049,0.28571429,0.3902439,0.49285714,0.88310104,0.20714285,0.4,0.409145816,141.3525412,sa3015708
Abel Bastidas,DET,CPX,18,180,0.13333333,0.18333333,0.25974026,0.36111111,0.40909091,0.77020202,0.14935065,0.31092437,0.371795813,117.5846364,sa3015709
Maikol Hernandez,BAL,CPX,18,175,0.10857143,0.33714286,0.15540541,0.28,0.2027027,0.4827027,0.04729729,0.25555556,0.258837475,51.47744431,sa3015712
Jefferson Pena,ARI,"CPX,DSL",18,190,0.12631579,0.28421053,0.24691358,0.35789474,0.34567901,0.70357375,0.09876543,0.36448598,0.35062037,99.33532574,sa3015714
Samuel Basallo,BAL,CPX,17,180,0.08333333,0.20555556,0.27848101,0.35,0.42405063,0.77405063,0.14556962,0.3220339,0.368768778,115.8131092,sa3015716
Starlin Aguilar,SEA,CPX,18,185,0.04324324,0.22702703,0.29142857,0.31891892,0.33714286,0.65606178,0.04571429,0.37777778,0.310828276,83.04709793,sa3015722
Hendry Mendez,MIL,A,18,446,0.13901345,0.15695067,0.24403183,0.35650224,0.31830239,0.67480463,0.07427056,0.28618421,0.332879678,98.32558405,sa3015727
Andrws Cruz,CHC,DSL,19,174,0.1091954,0.08045977,0.22875817,0.31609195,0.30065359,0.61674554,0.07189542,0.24460432,0.310113924,73.89798107,sa3015734
Jesus Hernandez,MIA,"CPX,DSL",18,155,0.12258065,0.12903226,0.2481203,0.33548387,0.32330827,0.65879214,0.07518797,0.27826087,0.328597659,87.38547226,sa3015736
Ronald Hernandez,MIA,CPX,18,161,0.08695652,0.19875776,0.23571429,0.32919255,0.32142857,0.65062112,0.08571428,0.28971963,0.324457827,89.88078187,sa3015738
Wilmer Feliciano,BAL,DSL,18,171,0.14035088,0.30409357,0.17482517,0.30994152,0.28671329,0.59665481,0.11188812,0.25842697,0.308972435,73.25362021,sa3015745
Anderson De Los Santos,BAL,CPX,18,153,0.1503268,0.1503268,0.24193548,0.37254902,0.37903226,0.75158128,0.13709678,0.27722772,0.370090977,116.5869066,sa3015747
Mauricio Pierre,SFG,CPX,18,151,0.06622517,0.34437086,0.23188406,0.29333333,0.29710145,0.59043478,0.06521739,0.36470588,0.286298285,68.50002963,sa3015754
Derwin Laya,SFG,CPX,18,157,0.12101911,0.31210191,0.18518519,0.2866242,0.25925926,0.54588346,0.07407407,0.25882353,0.272073246,60.06412658,sa3015761
Enmanuel Ramirez,WSN,DSL,18,176,0.09090909,0.17613636,0.23076923,0.30285714,0.35897436,0.6618315,0.12820513,0.27777778,0.321257443,80.18840488,sa3015763
Anderson Machado,OAK,DSL,18,170,0.08823529,0.15294118,0.25694444,0.36470588,0.30555556,0.67026144,0.04861112,0.31092437,0.348271811,95.43779045,sa3015765
Ruben Vizcaya,PIT,DSL,18,198,0.16161616,0.21212121,0.20261438,0.35897436,0.28104575,0.64002011,0.07843137,0.27192982,0.338795615,90.08855652,sa3015766
Rodolfo De La Cruz,PIT,DSL,18,166,0.1626506,0.37349398,0.17037037,0.3253012,0.32592593,0.65122713,0.15555556,0.27536232,0.331718438,86.09354933,sa3015767
Wesley Zapata,PIT,DSL,18,196,0.1122449,0.17346939,0.28654971,0.36923077,0.42690058,0.79613135,0.14035087,0.35036496,0.386632019,117.0873272,sa3015770
Carlos Arcila,HOU,DSL,18,167,0.14371257,0.21556886,0.22900763,0.38323353,0.32061069,0.70384422,0.09160306,0.29473684,0.366937832,105.9746037,sa3015778
Yamal Encarnacion,HOU,CPX,18,201,0.10945274,0.15920398,0.27272727,0.36318408,0.35227273,0.71545681,0.07954546,0.32867133,0.354592727,107.5167856,sa3015781
Richard Polanco,CLE,DSL,18,160,0.19375,0.23125,0.21259843,0.375,0.30708661,0.68208661,0.09448818,0.29213483,0.358089,100.979512,sa3015782
Christopher Espinola,CLE,DSL,18,164,0.08536585,0.17073171,0.33561644,0.39634146,0.52054795,0.91688941,0.18493151,0.39316239,0.431870765,142.6287032,sa3015786
Luis Guerra,LAD,DSL,18,195,0.12307692,0.14358974,0.26785714,0.36410256,0.38095238,0.74505494,0.11309524,0.30434783,0.369567743,107.4591664,sa3015788
Roger Lasso,LAD,DSL,18,180,0.13333333,0.22777778,0.20134228,0.32222222,0.34228188,0.6645041,0.1409396,0.23584906,0.331334882,85.87703516,sa3015789
Thayron Liranzo,LAD,CPX,18,171,0.12280702,0.24561404,0.23648649,0.33918129,0.48648649,0.82566778,0.25,0.2755102,0.37702775,122.3055017,sa3015790
Luis Ariza,TBR,DSL,18,191,0.12041885,0.20942408,0.23899371,0.35602094,0.3081761,0.66419704,0.06918239,0.30833333,0.343128217,92.53427458,sa3015791
Yhoangel Aponte,TOR,CPX,18,165,0.07878788,0.29090909,0.21232877,0.29090909,0.32876712,0.61967621,0.11643835,0.28865979,0.302104471,76.79881161,sa3015792
Nathanael Rodriguez,TBR,DSL,18,211,0.11848341,0.16587678,0.22826087,0.32227488,0.3423913,0.66466618,0.11413043,0.25517241,0.330746217,85.54473888,sa3015793
Justin Rodriguez,DET,DSL,18,190,0.08421053,0.34736842,0.26190476,0.34210526,0.42261905,0.76472431,0.16071429,0.41584158,0.36870254,106.9707669,sa3015796
Brayan Rijo,CIN,DSL,18,175,0.04571429,0.29714286,0.25316456,0.30409357,0.29113924,0.59523281,0.03797468,0.37383178,0.300063448,68.22457107,sa3015797
Leonardo Balcazar,CIN,CPX,18,168,0.10714286,0.25,0.32167832,0.41071429,0.47552448,0.88623877,0.15384616,0.42424242,0.413374002,143.8599903,sa3015798
Gregory Barrios,MIL,CPX,18,200,0.085,0.15,0.29142857,0.36,0.34285714,0.70285714,0.05142857,0.34228188,0.339228022,99.88905511,sa3015800
Armando Sierra,BOS,DSL,18,218,0.1146789,0.10091743,0.31382979,0.39908257,0.47340426,0.87248683,0.15957447,0.33128834,0.419816892,135.8243925,sa3015805
Gedionne Marlin,TEX,DSL,18,191,0.09947644,0.23036649,0.23952096,0.32984293,0.37125749,0.70110042,0.13173653,0.31707317,0.344702152,93.42274772,sa3015809
Edgar Basabe,TEX,DSL,18,169,0.17159763,0.17159763,0.30597015,0.43786982,0.45522388,0.8930937,0.14925373,0.36538462,0.437916857,146.0416718,sa3015810
Keiderson Pavon,TEX,DSL,18,183,0.10928962,0.08196721,0.25949367,0.3480663,0.29113924,0.63920554,0.03164557,0.28472222,0.330479039,85.39391893,sa3015811
Julio Pinto,TEX,DSL,18,183,0.08196721,0.1147541,0.21383648,0.3038674,0.27044025,0.57430765,0.05660377,0.24460432,0.296799331,66.38200447,sa3015812
Duncan Garcia,MIL,DSL,18,209,0.11004785,0.28708134,0.24581006,0.34449761,0.40782123,0.75231884,0.16201117,0.34188034,0.363320878,103.9328632,sa3015815
Alexander Benua,ARI,"CPX,DSL",18,206,0.09708738,0.2184466,0.27011494,0.37073171,0.36206897,0.73280068,0.09195403,0.35384615,0.363823134,107.7542486,sa3015817
Anderdson Rojas,ARI,"CPX,DSL",18,168,0.04761905,0.13095238,0.30967742,0.35119048,0.43870968,0.78990016,0.12903226,0.35074627,0.375180588,112.2454029,sa3015818
Rafael Cruz,MIN,"CPX,DSL",18,196,0.11734694,0.23469388,0.2969697,0.39795918,0.55757576,0.95553494,0.26060606,0.35714286,0.44188445,151.267195,sa3015819
Fredy Michel,MIN,CPX,17,158,0.16455696,0.37341772,0.1627907,0.3164557,0.23255814,0.54901384,0.06976744,0.27941176,0.293251631,71.61781852,sa3015821
Andres Centeno,MIN,CPX,18,151,0.1589404,0.34437086,0.22764228,0.35761589,0.33333333,0.69094922,0.10569105,0.375,0.345858818,102.4053947,sa3015822
Yohairo Cuevas,NYM,DSL,18,195,0.13846154,0.22051282,0.27710843,0.37435897,0.39759036,0.77194933,0.12048193,0.35772358,0.380161488,113.4392476,sa3015826
Sebastian Castro,NYM,DSL,17,165,0.25454545,0.35151515,0.17355372,0.39393939,0.2892562,0.68319559,0.11570248,0.33333333,0.368284801,106.7349565,sa3015832
Yemil Rosario,PHI,DSL,18,170,0.11176471,0.29411765,0.22297297,0.31764706,0.28378378,0.60143084,0.06081081,0.33333333,0.309047048,73.29573854,sa3015838
Dario Borrero,CHW,CPX,18,175,0.04,0.16571429,0.31325301,0.34857143,0.37349398,0.72206541,0.06024097,0.37956204,0.34053572,100.6645613,sa3015841
Carlos Jimenez,CHW,DSL,20,166,0.09036145,0.18674699,0.34285714,0.40853659,0.56428571,0.9728223,0.22142857,0.39449541,0.450059668,152.8961875,sa3015843
Yosmi Fernandez,KCR,DSL,18,179,0.15083799,0.31843575,0.19594595,0.33146067,0.25675676,0.58821743,0.06081081,0.31868132,0.313585007,75.8573789,sa3015844
Bryant Betancourt,COL,DSL,18,175,0.15428571,0.12,0.35507246,0.46242775,0.67391304,1.13634079,0.31884058,0.34545455,0.515381371,189.7697443,sa3015846
Felix Tena,COL,DSL,18,219,0.05022831,0.21004566,0.28795812,0.3652968,0.47120419,0.83650099,0.18324607,0.34042553,0.398509472,123.7965312,sa3015847
Gabriel Terrero,COL,DSL,18,162,0.14197531,0.29012346,0.17692308,0.33540373,0.3,0.63540373,0.12307692,0.24050633,0.328883237,84.56073607,sa3015849
Derlin Figueroa,LAD,DSL,18,169,0.12426036,0.20710059,0.29577465,0.39285714,0.53521127,0.92806841,0.23943662,0.33,0.432149729,142.6540045,sa3015851
Fidel Montero,NYY,DSL,18,248,0.19354839,0.375,0.15384615,0.33467742,0.2974359,0.63211332,0.14358975,0.24210526,0.3310626,85.72333399,sa3015856
Andy Perez,COL,DSL,18,250,0.044,0.14,0.3018018,0.33061224,0.3963964,0.72700864,0.0945946,0.33505155,0.346619895,94.50529752,sa3015857
Jhoan Contreras,WSN,DSL,18,173,0.10982659,0.21965318,0.28275862,0.38728324,0.42758621,0.81486945,0.14482759,0.36448598,0.398583738,123.8384538,sa3015859
Kenny Castillo,ARI,CPX,18,154,0.06493506,0.25324675,0.25531915,0.30718954,0.35460993,0.66179947,0.09929078,0.33663366,0.312205094,83.86359512,sa3015863
Juan Diaz,TEX,DSL,18,182,0.05494505,0.1043956,0.25301205,0.30769231,0.36746988,0.67516219,0.11445783,0.27210884,0.32710114,83.48712322,sa3015867
Willy Montero,NYY,DSL,17,235,0.15319149,0.25957447,0.2617801,0.39574468,0.38219895,0.77794363,0.12041885,0.36220472,0.391873428,120.05054,sa3015869
Cristian Garcia,LAA,CPX,17,189,0.08994709,0.22751323,0.23636364,0.31382979,0.33333333,0.64716312,0.09696969,0.30081301,0.309723133,82.39171272,sa3015871
Jorge Ruiz,LAA,CPX,18,222,0.05405405,0.09009009,0.33497537,0.38181818,0.4137931,0.79561128,0.07881773,0.36956522,0.376328476,121.8908096,sa3015873
Leosdany Molina,HOU,A,22,501,0.06387226,0.2255489,0.21444201,0.27744511,0.297593,0.57503811,0.08315099,0.26979472,0.276345882,63.96064487,sa3015874
Luis Valdez,BAL,"A,A+",22,491,0.08961303,0.23625255,0.26544622,0.33877551,0.33867277,0.67744828,0.07322655,0.35202492,0.325136085,93.61215427,sa3016076
Robinson Vargas,ARI,DSL,19,174,0.16666667,0.24712644,0.21804511,0.38505747,0.34586466,0.73092213,0.12781955,0.30434783,0.375088384,110.5755227,sa3016081
Jairo Mendez,KCR,DSL,19,180,0.11666667,0.28333333,0.27922078,0.36516854,0.40909091,0.77425945,0.12987013,0.39805825,0.377486351,111.9291547,sa3016092
Renny Hidalgo,MIA,CPX,19,171,0.0994152,0.21637427,0.23178808,0.32163743,0.31125828,0.63289571,0.0794702,0.30088496,0.316429941,85.1825809,sa3016097
Kelvin Diaz,BOS,DSL,19,207,0.07729469,0.26570048,0.24157303,0.33333333,0.45505618,0.78838951,0.21348315,0.30833333,0.372772016,109.2679517,sa3016122
Bryant Mendez,SEA,DSL,18,162,0.12962963,0.25308642,0.22962963,0.34567901,0.37777778,0.72345679,0.14814815,0.28571429,0.357232778,100.4961817,sa3016148
Eddy Rodriguez,PIT,DSL,18,168,0.1547619,0.20833333,0.23809524,0.41071429,0.42857143,0.83928572,0.19047619,0.27272727,0.414995733,133.1028885,sa3016154
Samil De La Rosa,STL,CPX,18,165,0.07878788,0.2,0.24113475,0.34545455,0.44680851,0.79226306,0.20567376,0.27184466,0.377090236,120.6831188,sa3016155
Jose Suarez,STL,DSL,17,162,0.09876543,0.28395062,0.24822695,0.32716049,0.4964539,0.82361439,0.24822695,0.31521739,0.380020173,113.3594764,sa3016156
Luis Garcia,TOR,CPX,18,162,0.11111111,0.25308642,0.20143885,0.2962963,0.30215827,0.59845457,0.10071942,0.27,0.295915268,73.17667241,sa3016164
Karim Ayubi,BOS,DSL,18,188,0.13829787,0.25531915,0.24827586,0.40957447,0.33103448,0.74060895,0.08275862,0.36363636,0.387592069,117.6337482,sa3016170
